Node ID,Language,NUMBER_FOLLOWERS,Node Label,IS_VERIFIED,LOCATION,IS_NEWS_AGENCY,TWEET_COUNT
625084356,en,94,StaciCutshall,0,,,2
27187097,en,359,donut_secret,0,"south town, mothman ward, usa",,1
2477450310,en,255,JLeeCote,0,Chicago,,1
2988492976,en,2821,juliaguliamaga,0,USA,,3
1467562690814042113,en,233,ApeinAintEasy,0,,,1
1033484908214267905,en,3745,VHolt9,0,"Alabama, USA",,2
1603541048139063297,en,11849,angrifrog,0,Go to link for my Tweets,,5
3302318189,en,761,avery16fan,0,Rangerstown,,4
3298443798,en,908,vl_ringo,0,,,1
962810422599475200,en,360,ceibasagrada,0,"San Pedro, Los Angeles",,1
49031257,en,1914,GratefulDog,0,Virginia,,3
1433627428564320256,en,48,sk10868wi,0,,,1
2445589790,en,3130,BigMamaAngel,0,,,2
961608857796726784,en,1331,GHenderson62,0,,,2
3243682022,en,291,Gatchaman97,0,Wait where am I?,,4
1170737101018738689,en,971,smchatter1,0,,,2
245943977,en,1821,MasterPlan216,0,"Las Vegas, NV",,4
1592531704400461825,en,81,NordykeMary,0,Springfield Missouri,,1
205457943,en,1431,Disasterdude_VT,0,Vermont,,1
193771625,en,326,leeh1530,0,,,1
781922674385846273,en,1051,J9P814,0,,,3
1609355482824642560,en,518,PhilomenaRose23,0,"Chicago, IL",,4
68270055,en,14,chucknewjersey,0,South Jersey,,1
24449694,en,10684,TheDalyPlanet,0,,,1
1610760223462985750,en,112,Canis_Lupis_Rex,0,,,2
1586107332827619329,en,20,LatsWil,0,,,4
1310253206480596992,en,1087,Joannewolff6gm1,0,A relatively sane Blue State,,1
2295311347,en,88,heyraerae88,0,"Washington, DC",,2
1200050208,en,744,kgscott69,0,Ohio,,1
1600343516852387841,zxx,11,TWILLIAMStake2,0,,,2
947605809596334080,en,2330,SocialWJustice1,0,,,4
1546605736700133377,en,714,ArtistAmira7,0,"Monroe, MI",,5
69689915,en,9845,TamaraK710,0,"Nashville, TN",,2
1624674842,en,671,Im_tallish,0,,,2
117652315,en,401,LaUprising,0,"Seattle, Wa",,1
500025360,en,228,melindabm,0,,,2
865003854,en,11679,KgKathryn,0,"California, USA",,1
990788056490786816,en,310,Argentumsmama,0,,,1
1296937124139339777,en,506,MarkHer91308853,0,Jupiter NC,,1
200624633,en,2229,Dogbarxx,0,Ohio,,2
538346534,en,2276,RustyJEST,0,Florida,,6
1557218682001956871,en,1727,Daring4Joy,0,Gun SAFETY,,1
843876921184145408,en,3428,Thor_LM,0,,,1
1084886232684023808,en,4089,DebraVaello,0,"Cypress, TX (near Houston)",,4
1457896320434311181,en,168,TBIYTC2020,0,United States,,4
1082142997909774336,en,121,PistonsLuvr,0,,,1
1604175610036862977,en,1959,KarmicUnicorn,0,USA,,2
36359867,en,110,betmc,0,,,3
1440480817130606602,en,1004,justnemeth7,0,Everywhere,,1
2215097797,en,9614,DA_Memes1,0,Near the spice rack,,1
247014857,en,15525,AquilesAquiles,0,#PatriaGrande Venceremos,,1
33547767,,4133,luzcita,1,"Washington, D.C.",,0
902249019715579904,en,173,TiberiusScitus,0,,,2
984272082790789120,en,56,_empyrealism,0,United States of America,,1
1430995716764311556,,10,Nascarbdsming,0,,,0
1589414601342554113,,235,NickMorenoLive,0,United States,,0
976569885009485824,en,97359,VenturaReport,1,"Los Angeles, CA",,4
1302936915914747905,en,112,Ohmie_Rides_On,0,,,1
1183142443933491200,en,351,DesalvoGloria,0,,,7
829958105182109696,en,218,bothomasberg,0,,,1
1561415803253276675,en,148,ernestinebyrd25,0,,,3
2300167739,en,322,GarveyG14,0,,,1
28716183,en,6526,laughingmantwit,0,Moon,,5
1518758563073740800,en,166,DavidHi73922023,0,,,1
1586013532121858049,en,80,Sage_Aine1,0,"Florida, USA",,1
166205673,en,379,jlaker73,0,Minnesota,,1
28459974,en,7456,ScottSaia23,0,Boston,,2
770656270986645506,en,268,Sancho1549,0,,,1
1472331613052841988,en,2942,MarleneGranger1,0,USA,,1
1585925811877871616,en,771,SvenDagbag,0,,,2
121804767,en,1287,GH_Velma,0,"Manahawkin, NJ",,1
1455654567870357513,en,322,FarajAl61898417,0,,,4
851928553725640704,en,860,mikepol1414,0,United States,,1
1486145942961242113,en,812,PatriotAngst,0,,,2
723496982485020672,en,1839,AndreaHolsomba2,0,,,2
378365992,en,3111,1tomstephenson,0,#AwesomeSauce,,2
88942789,en,2994,truebluekrissy,0,"Chicago, IL",,2
3415394908,en,98,bo_frederick,0,"West Virginia, USA",,1
635587447,en,365,tbarnes5511,0,,,1
1476654734874492931,en,49,Zmann1066,0,,,1
341694381,en,3799,LynnRoseberry,0,"Copenhagen, Denmark",,3
943549421270249473,en,2536,VinEstockwatch,0,"Blue Hell Hole, MA",,1
1599048509390557184,en,10,RobertIler14,0,,,2
1374896411108589568,en,67,PGumbo83,0,,,1
1439974567296921607,en,31,godgirlMonime,0,,,2
14904769,en,2131,mattsiegel,0,SF (Ohlone lands),,1
83893838,en,916,JanieEL,0,NH,,2
1074998789730127872,en,224,KesRunsSlow,0,Indiana,,1
941146638378250240,en,338,ArrJay1911,0,"Baltimore, MD",,1
1471330222087753728,en,149,HollywoodB860,0,"Georgia, USA",,1
2263370412,en,1440,wildmarshphoto,0,,,3
1621170427908308992,en,3976,bamajayt,0,,,7
920828517360832512,en,1145,jnris4real,0,another time another place,,1
1518687929639608323,en,202,MelanieInVA,0,"Virginia, Rescued and Red",,1
753628830343032832,en,588,auntfifi4trump,0,,,2
403163094,en,324,colesauve,0,"shottawa, canada",,1
3259406868,en,4101,ImRichMacklin,0,LAX ----》 OGG,,1
2164924080,en,1157,RealRussellMoon,0,"Raleigh, NC",,1
1438457038430932993,en,101,RParadine,0,,,1
2904164795,en,4862,CandidaOrta,0,"Temple Terrace, Florida",,3
1600944432,en,164,mopeso,0,日本,,1
973747534593167360,en,879,DopModi,0,,,1
828133781240320000,en,2207,IdaColl_11,0,"Puyallup, WA",,1
1486459079262359560,en,39,KJ47468238,0,,,1
60772127,en,907,DillyDallee,0,places playing country music,,1
1595453893663662083,en,237,JaniceHThompson,0,"North Carolina, USA",,2
2919049938,en,537,GiseleGiguere,0,United States,,1
95274090,en,1270,orchidgrrl,0,,,1
1507433641873391627,en,624,LilMandee86,0,"Georgia, USA",,2
2523237666,en,3130,JulieDyane,0,,,4
1347896917917888512,en,229,myra_land,0,,,1
1348839963098566657,zxx,77,c_cowboy17,0,"Gardendale, AL",,1
1605829108713545728,en,381,suzi_whyte,0,,,4
163709877,en,550,jenthebookworm,0,Eastern Seaboard,,2
26587516,en,19555,WVNYWFFF,1,"Burlington, VT",1,3
2470247779,en,11324,KamZenolay,0,,,1
436830098,en,943,ScottMStrand,0,,,3
1321565982482157568,en,88,LoeyNelson,0,,,2
921398887541121024,en,1936,AlexVita9,0,,,2
348586019,en,529,missliberties,0,,,5
1354932119840071680,en,800,RickB_86,0,,,2
887694674,en,12356,_Anunnery,0,Antares,,1
1536418601300897794,en,5,lisa_piero,0,,,1
2924804214,en,838,rick_maddox,0,"Macomb, MI",,4
369875032,en,248,Arles101,0,,,1
1554728651354263552,en,202,HurrdurrNpc,0,,,2
494429429,en,224,shaybray99,0,Tri-State,,1
1329792128612970497,en,212,AlSarge2freedom,0,"Washington, DC",,1
1395377290960379908,en,2337,drmarguerite1,0,"Oakland, CA",,3
2369860849,en,3221,thetina_marie,0,"Columbia, MO",,1
3346683911,en,33,RAMGOD_26,0,,,1
1279575050,en,69,TierceTrey,0,Oh wow no longer mississippi,,1
2497027795,en,366,Flugarious,0,"Greensboro, NC",,1
32423055,en,887,crsofr,0,"Indianapolis, IN",,2
1429268292439461891,en,521,fxgQTEinShp4o9r,0,,,1
921371700763267072,en,555,NicoleJoslin8,0,"Lenexa, KS",,1
49236051,en,172,sassiesuz,0,,,2
3192460606,en,179,Live_Aloha_,0,,,1
16342936,en,67,catheaven1,0,"Brunswick, GA",,1
50474545,en,1387,GI__JACKSON,0,the recesses of YOUR thoughts,,3
759928752595869696,en,427,EAtheling,0,"Oregon, USA",,1
1371146882882359300,en,1324,catholicgoat,0,"Alabama, USA",,1
1625668374901702656,en,89,PerriMatri,0,,,2
14280911,en,13060,reputationdr,0,USA/Worldwide,,5
517907276,en,72,01dmiller01,0,Louisiana,,1
3424040651,en,524,seangraf,0,,,2
2531015528,en,4889,TheDanielMarch,0,"Idaho, USA",,1
1294803797882155009,en,6045,Lady2Silky,0,NonYa,,2
935012474,en,16,415CreedSr,0,"West Virginia, USA",,1
881732571524206593,en,25,Enevalence,0,West Michigan,,1
3087796935,zxx,2806,iveygirl08,0,"North Carolina, USA",,2
185834073,en,2624,DrThomasDickson,0,"Riverside, CA",,1
21971612,en,10853,sommerstar,0,East Coast,,2
1597947602552627200,en,1169,505Cali2,0,"Palm Harbor, FL",,1
888168896791945217,en,344,SunKeeks,0,,,1
1560701612246589443,en,1354,whytho0880,0,My house,,1
870359748784345088,en,634,Frank_L_Craig,0,"Washington, DC",,2
2968451607,en,47885,RepBonnie,1,"New Jersey, USA",,1
1338590204412776449,en,5723,narratophile,0,"Ohio, USA; she/her",,2
1210919346161111041,en,5060,BobANew1959,0,Staying here on Twitter,,2
22114231,en,12390,ksecus,0,Naples Fl. via Ohio.,,1
83743999,en,4794,justinmerriman,0,"Pittsburgh, PA",,3
236167025,en,28063,Gwene88,0,,,1
1519509449353961472,en,1096,tiaintampa,0,,,1
415288614,en,1284,LynAdamson1,0,"Toronto, Ontario",,1
744559800877342730,en,1065,GonnaFry,0,"Alberta, Canada",,1
1427586679074967557,en,18,Bigdog3222226,0,,,1
619374801,en,2275,ostarrmtn1,0,United States Of AMERICA!,,1
1324840364277190659,en,145,KankTheLiberal,0,Missouri,,1
1604492689126428672,en,427,minncold,0,"Minnesota, USA",,1
1180933349088665600,zxx,48,ISembdner,0,,,1
1586491500321546240,en,145,enfield_fan,0,,,1
17542355,en,15155,BDGarp,0,Inside the Beltway,,1
1605475579133820928,en,1,AlabamaStateUSA,0,"Alabama, USA",,1
1498425265097084934,en,340,SantaAnakiller,0,,,1
785857117680963584,en,2067,gina_goldberg,0,,,2
1487795796162535427,fr,380,eps_merati,0,,,1
8471872,en,3287,fanega,0,Gaza/Vzla/CRica/Nuestramérica,,1
908486950490918912,en,917,freedomstoopid,0,,,1
14948818,en,642,rymayor,0,out of this world,,3
789960835,en,1352,Ch3na0,1,"Houston, Texas",,3
1590380767288254464,en,4288,AmericanGirl_85,0,,,2
179193149,en,629,blainefentress,0,"Evansville, Indiana",,1
1372912224608608260,en,12,dcook_usa,0,,,2
1364675022871273479,en,231,ThunderMiteXLII,0,"Pink Cloud Shrine, Dalaam",,2
98926033,en,13439,SydWeedon,0,"Louisville, KY",,2
1319775099168358401,en,18,TeensShow,0,,,1
291427754,en,452,DegoCas,0,"Phoenix, AZ",,1
151264019,en,7019,interiortherapy,0,PA,,2
841518800705015808,en,3883,MaryCarper12,0,"Virginia Beach, VA",,2
72583878,en,2411,Hobbie_VK,0,"Michigan, USA",,2
2606468749,en,266,confusedcharlot,0,,,1
1363703683255390208,en,253,goccak76,0,,,1
1518850940157145089,en,1605,EagleJIM1007,0,Southern California,,1
1269019368815570947,en,12373,SeanFlan45,0,Walsall,,4
1617304285426974723,en,13,JezyWoods,0,,,1
4229261969,en,2156,HBHPatriot1,0,USA,,4
720518072,en,3341,Teeda100,0,,,5
886011805817987072,en,7292,5CitiesV,0,"Paradise, NV",,6
1274170548113768448,en,96,LightsWife14,0,Virginia,,3
1975503816,en,410,slickferret,0,"New Jersey, USA",,1
1488741611605426177,en,96,RueDayton,0,"Colorado, USA",,1
1584803871771312128,en,21,FrostierWinter,0,"Florida, United States",,1
1632956528633282563,en,83,LeftistResister,0,"Northeast Texas, USA",,2
24068173,en,21,HasanoftheBronx,0,"New York, NY",,2
1586860643168432128,en,464,Hellbou55560364,0,,,1
1614418066414227459,en,64,Gkilti23,0,,,1
319510062,en,376,bytimothycash,0,"Anniston, AL",,1
18754081,en,749,VICKIKCIV,0,,,1
1324337450160951297,en,1510,JoeSmith_USA,0,,,1
108983209,en,909,GlennConnection,0,"Chicago, IL",,1
1219646090095448064,en,1402,newzjunkie41,0,,,1
920420595996733440,en,5447,LeighAnne2014,0,Missouri,,1
2869972938,en,2618,DladyPatriot,0,"San Diego, CA",,1
1603447199882706944,en,134,jamiegardenwitc,0,"Coos Bay, OR",,1
49884056,en,305,ahappything,0,,,1
1158844727376175104,en,1046,Afsanehwrongpl1,0,Planet Earth,,2
24898961,en,925,meowpuppy,0,,,3
1178639735264288770,en,306,MDeMa15,0,Republic of Glasgow,,1
1408258574007123969,en,258,CtownBnnaPantz,0,City Of Brotherly Love,,1
2201873075,en,552,carolru36982393,0,,,2
137214133,en,318,jeanshortscarlo,0,,,1
355057966,en,527,Nini67580,0,ραѕ-∂є-¢αℓαιѕ,,2
772787304,en,2721,ArriolaAnn,0,"Sunshine Estates, San Antonio",,1
1429167541612695559,fr,89,DominiqueLARIV1,0,,,1
216767555,en,36393,RogueCitizenOne,0,Northern California,,6
233620512,en,2684,slcheneyPR,0,North Yarmouth Maine,,1
37057270,en,293,Keyshawn413,0,New Jerz & New York repping,,1
2547316481,en,124,CobraBowes,0,,,1
35373805,en,87,nmmgoncalves,0,,,1
965384533376995329,en,2402,MariaSchenetzke,0,"Little Rock, AR",,4
430717826,en,1830,socueme,0,atlanta,,10
1536293849009688578,en,164,clarabrendy64,0,,,1
26402830,en,3475,Shnookie04,0,United States,,1
1462141967589072904,en,244,185_theresa,0,ontario canada,,2
19426342,en,1087,zenoc_oshits,0,USA,,3
921165247490207745,en,24963,TeahCartel,0,Roaming the universe.,,2
14923012,en,15174,AnnistonStar,0,"Anniston, AL",1,1
1500612241326059521,en,24509,NealEdington1,0,,,1
1607468468533592064,en,48,robberjr21,0,,,1
614662851,en,639,ShellBuggy91,0,,,2
1614459725063802880,en,219,SylviaWills14,0,,,2
139826648,en,381,rgpenny1,0,"San Antonio, TX",,1
2232095628,en,155,147Hobson,0,"Ontario, Canada",,1
1537556685065277442,en,1144,MountaineerWVa,0,"West Virginia, USA",,2
71650958,en,5643,ThaddMEvans,0,"Orinda, CA",,2
824397700099559424,en,513,777Snv,0,"Oregon, USA",,1
133481625,en,10894,jzmurdock,0,"Bremerton, WA",,1
43508994,en,13606,BAMAPERRY,0,Florida Panhandle,,1
979183119856209920,en,3571,FictionWriterNC,0,"Zebulon, North Carolina, USA",,1
32007346,en,14812,cspanradio,1,"Washington, DC",1,1
10877082,,10663,iduncan,1,Washington,,0
3452228235,en,2904,andrea_shalal,1,"Washington, DC",,1
1591470982799171589,en,61,TopherYost,0,,,5
104312839,en,15,rickysanla,0,,,1
1220465159963054083,en,6714,Desiree_Ahgudo,0,Floriduhh!,,4
960967760074412032,en,567,rockybird23,0,"Michigan, USA",,2
770302526067310593,en,41,Bobbail91071073,0,"Aguanga, Ca",,1
247181297,en,13234,doxiedebbie,0,wash.dc area,,3
1362071771877412864,en,2,NaturalNotation,0,Western Pennsylvania,,1
1268371342224736258,en,452,TatianeWest,0,"Miami Beach, FL",,1
1423084720997298181,en,30,PorphyryImages,0,,,1
2973336557,en,1739,AshleyDa40,0,United States,,1
1241189722027941889,en,52,RobinWa06521309,0,,,1
973148839,en,770,nanyminute,0,"Las Vegas, NV",,1
12326472,en,322,TheBrickRanch,0,Huber Heights Ohio,,2
716937911,en,122,bfinkmac,0,philly,,1
542033439,en,806,FralvarTico,0,,,1
1269815555781005312,en,220,ElMecan04679069,0,,,1
1357427648159383554,en,97,HuskeyMathew,0,,,2
1490641616477954053,en,94,EDelorosa,0,Chicago of Oz,,1
135556071,zxx,3286,drcmusic58,0,Boonville NC,,1
1488528027919261697,en,858,Tommyboy44T,0,,,1
3103352742,en,293,delgado_rojelio,0,"Missouri, USA",,1
3128682464,en,1535,Pussycat421,0,,,1
727918113904316416,en,14,sarexinae,0,"Cincinnati, OH",,1
742322910560460800,en,716,kate_hemion,0,,,5
475165401,en,300,erickson_pamela,0,Minnesota,,3
1496992876697468931,en,767,IndPens4,0,Also ,,2
1609772484978409472,en,332,MonawwarSyedHA6,0,Dominican Republic,,1
1103797654176309248,en,263,TammyBl06054784,0,"Pennsylvania, USA",,3
3097253483,en,1386,ormedesmarais,0,France,,1
1496590050087292929,en,2208,HardCorpsNK,0,United States,,1
1558470989964627969,en,387,Jennife25663516,0,,,3
1266486880188710912,en,324,karendigregori1,0,"Rocky River, OH",,2
1352453917288787968,en,495,timberitsgoindn,0,Montana since 1880,,1
2784776144,en,659,VazquezSonne4,0,,,4
1508529545217032206,en,93,micklvscambs,0,Cambridge,,4
970717333,en,17601,eIonmusk_69,0,North america,,1
2436290768,en,19,ahsieh8,0,,,2
823279964225228800,en,909,klj1911,0,,,1
865011538477817856,en,192,c_trombi,0,"Here, AZ USA",,1
518937190,en,2710,TheSaiLife,0,"California, USA",,2
1542632890953089025,en,276,lambpie1st,0,,,1
156394535,en,4420,irenemcho,0,,,1
818705118,en,724,splashtonkutchr,0,Living hell,,1
1420489867360981000,en,25837,SaltyBitch_52,0,,,3
1092307903820705793,en,5,sweatyregrety,0,,,1
3254915202,en,8095,fbgcon,0,"Queens, NY",,1
4367035762,en,2920,JoannPodlesney,0,"East Dennis, MA",,2
261942691,en,4610,littlemurphydog,0,"Palmetto, FL",,1
20509189,en,493,angelkittn,0,"Atlanta, GA",,1
87069419,en,41,sisulady811,0,,,1
68513262,en,1701,Arethusa13,0,#ResistAutocracyEverywhere,,1
1494118610515681283,en,1952,boyles_david,0,"Preston, Maryland, USA",,8
792660210,en,113800,NahBabyNah,0,Flyover St/Social Media Influe,,2
1023321030280900608,en,487,Denotypic,0,,,1
183993932,en,4146,MSamenfink,0,https://www.minds.com/MSamenfink,,1
1062107636055691264,en,36,stephen63005533,0,,,4
2914407673,zxx,178,GrowKenneth,0,Missouri,,1
946517925367828482,en,2069,NickSones,0,"Harrisburg, Pennsylvania, USA",,1
17934084,en,10730,ConservativeLA,0,"NE Dallas, formerly SGV",,1
1387045192562184199,en,5194,MeidasLisa,0,SW Central Ohio,,1
866451086349144065,en,73699,SamforOhio,1,"Miami University - Oxford, OH",,1
1383127937155760128,en,38,AnnieDaniKing,0,,,7
1441654432429604875,fr,63,PierreHechinger,0,Rouffach,,1
1414189258777186306,en,424,phloxyrock,0,,,2
2437779081,en,980,ohheyitsjuan,0,"Chicago, IL",,2
701967705788645376,en,1249,dzfrank2,0,San Dog,,1
825424740244406273,en,7752,NanniMagee,0,,,2
1615441144929738757,en,1799,Gusaroo2,0,,,1
15809298,en,2692,jongovi,0,Globalist,,1
1429906161550037008,en,520,Agustin52546372,0,,,2
1595834583525859329,en,167,alan_paul2,0,West by-God Virginia,,1
37966845,en,1084,realjwrich,0,,,1
937219711,en,863,milehigh007,0,,,1
2480909844,en,3298,Marsha57bird,0,"Ohio, USA",,4
15711730,en,8723,River_City,0,Iowa,,1
839088734939283456,en,211,irishaberdeen,0,"Boston, MA",,1
1297249341363703810,en,2554,Kj95761605,0,Virginia,,5
1464421487923044354,en,650,MathMerv,0,,,1
1586111214890909696,en,1178,JustReyXX,0,Earth/Jakku ,,3
1110415077545394176,en,2177,mtgbrad1,0,,,2
366776079,en,85,DCords,0,,,1
1333774146807980033,en,11040,AlisonBoxxer,0,Central Florida,,5
847566246145134592,en,107,geminidream0610,0,FCK Trudeau,,1
52890203,en,257,demonicneal,0,"Michigan, USA",,2
34122090,en,2119,Utopiayes,0,"Atlanta, GA",,2
1466106014999138311,en,99,mystakilla,0,Paradise,,1
2761224604,en,1060,PeterPslpacheco,0,,,2
1376678530495418372,en,2357,TBones_R_Good,0,,,3
877757092051931136,en,200,bluecheckman,0,"Oakland, CA",,1
3141112620,en,874,sandratxpeach,0,,,1
1452302575529824277,en,479,DennSolo26,0,,,1
4827839651,en,2967,grace_coronella,0,,,2
2850787786,en,98,furiouswang1337,0,,,1
996427230824882179,en,2041,badmom70,0,"Florida, USA",,3
1586050867723108357,en,9,dlcornely,0,,,3
152730443,en,584,noventurenogain,0,"Albany, New York",,5
1328727302323265538,en,137,Michell02635225,0,,,2
801243492,en,88,MG_Bert,0,Been a long time since I R&R,,1
34503618,en,7646,manuco22,0,Pensando donde ir,,1
964597274390286341,en,478,Jen06151793,0,"Anywhere, USA",,1
4734524106,en,286,MiExecSearch,0,,,6
1112836240011943937,en,3348,Rooster6691,0,below the gnat line,,3
2151684727,en,133,MeerkatLyndz,0,"Pratt, KS",,2
1294694734074646534,en,470,KathyWa04326096,0,,,3
23284066,en,3088,drseid,0,"Mayflower, AR",,3
3406270887,en,1201,jbirdthoughts,0,,,1
489669749,en,293,AriDelfino,0,"Cuneo, Italia",,1
739326540,en,102617,ninoboxer,0,USA,,1
1449796752,en,5772,SusanPoe7,0,,,2
1503111668448079884,en,86,MAGA_FASCIST,0,,,1
760565880241598464,en,1681,RodHargrove,0,"Los Angeles, CA",,1
1442179279890964482,en,76,KlingbergPim,0,,,1
818368152165818368,en,204,Nadym2022,0,,,1
9627102,en,151444,FOX61News,1,"Hartford, CT",1,1
1518235506676535297,en,58,MisanthropeRick,0,,,5
162104004,en,3104,forthe99prcnt,0,"Houston, TX",,3
807004691519438848,en,1205,mmshulker,0,,,1
368543295,en,620,1GodJesusSinger,0,"Kentucky, USA",,2
1237812246442651649,en,1525,Heather222429,0,USA,,1
970080304378580992,en,208,DanforthCasey,0,"Maine, USA",,2
2760014921,en,36,Adanohelia88,0,,,1
1149779375778336768,en,15,Jonleger2,0,,,1
2875911503,en,924,galanfink,0,"Bucks County, PA",,1
81664859,zxx,298,susansviews,0,london,,3
1343678911369117697,en,2490,dark_garbaggio,0,"Florida, USA",,1
1383647425,en,2309,TottenBill,0,Middleburg Florida,,10
1613247290684104709,en,30,LydiaDarragh8,0,,,5
733374189420175360,en,167,Lynne_Smith22,0,"La Crosse, WI",,5
1464711194321854464,en,3784,JamesHu27192912,0,,,2
1449189011029901403,en,2384,emss1922,0,,,2
1410351193587585026,en,448,_OnePlanet,0,"Austin, TX",,3
39718351,en,257,maxiegeismar,0,Global,,3
973940563,en,10505,BLStrangfeld,0,,,2
1942391610,en,125,Depot28Gs,0,,,2
54246464,en,634,mikeskis67,0,Oregon Coast ⛳️‍♂️,,1
1511450297658494978,en,350,ZetaTalkLive,0,United States,,1
78992903,en,1595,jmhaigh,0,"emmaus, pa",,1
1548411740542578688,en,613,LoriNel66922078,0,,,1
415210048,en,2355,MarlaMayes,0,Middle Georgia,,5
744903,en,10186,chrismarquardt,0,Germany,,1
1262195210,en,6347,pda3olives,0,,,6
66999129,es,1036,ESPN_MARC,0,,,1
2195534536,en,6481,santo_aol,0,USA,,4
2810074801,en,3048,chinforshort,0,,,1
1588907997346074624,zxx,1273,Waynard007,0,,,1
1060697065997656065,en,271,ssecretclone,0,,,1
1582756885161205763,en,70,Christykat58,0,,,1
1071217358893662208,en,10,Marg88319651,0,,,1
887596355472031745,en,123,justju69,0,foot o' t'pennines,,1
875211633320120321,en,1335,leeenda444,0,Seattle,,2
1519501429462945793,en,353,BethAnne2019,0,,,1
154996578,en,92,SefyS,0,"San Francisco, CA",,1
1116419957078859779,en,1628,zane_crittheory,0,,,3
107191237,en,2652,Kevin10TV,1,"columbus, ohio",,1
853031144,en,1880,SSinDeeLoo,0,"Gainesville, FL",,3
350130565,en,5640,EricFlut,0,,,1
342455600,en,881,CommanderBliss,0,,,2
1462998639651876866,en,164,ehhhhhh64615163,0,,,2
420799441,en,141,UCantFindNemo,0,God Bless The USA,,1
15072395,en,6175,topher1kenobe,0,GR MI,,1
1469738724338638855,en,79,Barbara08549256,0,,,3
337478760,en,2647,MamaBearKrissie,0,Not Russia,,3
1537291933495615488,en,41651,TheThe1776,0,United We Stand,,8
1433330034,en,47258,LindaResista,0,"New Hampshire, USA",,2
1128780342121381888,en,9,AdlaiAlbright,0,Earth,,2
18752869,en,224,CKozimer,0,OH,,1
26020800,en,1249,ntheclay,0,home in Texas,,1
130209979,en,133,JovanniDanda,0,USA,,1
1492923666782470146,qme,9,TedHitchcock,0,,,2
82531166,en,10294,musicman6955,0,pittsburgh,,1
1404198069164339200,en,1130,Richard_Worldxx,0,New Zealand,,2
1630654728798605312,en,2472,DeskatCats,0,,,3
900859747364155393,en,99,LiveLaughLolLLL,0,,,1
1242382125476671488,en,569,Satoshian2,0,North America,,3
2347804910,en,37,mumfr,0,,,2
1112020050,en,28481,LeftwardSwing,0,The Osage Nation,,2
3280213195,en,76,Tgraham1955,0,,,3
486738418,en,3718,btsy7,0,"Pennsylvania, USA",,2
1427402284187586587,en,1117,DazzaWhitmey,0,"Queensland, Australia",,2
1208112447531429889,en,93,Anthonyquintin5,0,"Mississippi, USA",,1
3527014155,en,132,StephanieWahl2,0,,,1
769374412919361539,en,69,tearact,0,Year of the Worker_Revolutions,,1
1551310397847871488,en,42,KarmaJean42,0,,,2
822504009323970561,en,25288,Lisahudsonchow7,0,,,1
892897275898466305,en,78,Flemmingdm,0,"Nova Scotia, Canada",,1
959182693,en,1117,soccermamax2,0,"Texas, USA",,2
991578554,en,2054,newman_44,0,,,1
1387545319,en,1408,ASUUte,0,,,2
273751938,en,477,papiflorida,0,,,2
707757535894179840,en,122,neicey12510,0,"Sacramento, CA",,1
2278530660,en,1192,AimICan1776,0,"California, USA",,1
2161947002,en,1619,d_d_jones,0,,,1
1631454552846393350,en,7,FattyNastiness,0,Upstairs going hard.,,1
1458287949737381889,en,2130,JustMeRachel_,0,MOON,,1
1594165053137330176,en,1024,LaLa27553984,0,,,3
1537959066286186499,zxx,2123,OdinBordson67,0,"Utah, USA",,2
883545354,en,4010,keeissner,0,,,3
1167488080280006656,en,1,mike_minshew,0,,,1
2781993569,en,5845,MongeIsain,0,Iceland.,,1
413355709,en,1490,bonnystill,0,"Ohio, USA",,5
928521690,en,477,gudjeon,0,left side of Canada,,1
1576910392693264384,en,103,KtownWldd,0,"Ontario, Canada",,1
466953226,en,47315,MplsMe,0,"Minneapolis, MN",,2
1474116092062846981,en,530,GrantHa17742870,0,,,1
16469463,en,8497,CFHeather,0,"DFW, TX",,8
1427030586741465096,en,37,MikedaMachinist,0,,,4
1651484095,en,369,eduzojordan,0,Ecuador,,1
1510471535261360130,en,732,NewzanderNews,0,United States,,4
16977432,en,2294,denkvs,0,Denver,,2
45034222,en,1189,other95,0,@other95@mastodon.social,,2
1269362202638782470,en,74,BabbageEmmah,0,,,1
1599102178102321153,en,177,TurboHerbo1663,0,,,1
1041419511558111233,en,2497,SilentlyAmused,0,Planet Earth (for now),,1
977975920517664768,en,302,elle_lib,0,"San Antonio, TX",,1
2859189956,en,214,quwhale90,0,,,1
46045193,en,400,Msmichelle2001,0,"United States,Southern,IL.",,3
17906315,en,66,alokchakrabarti,0,"Bellevue, WA, USA",,1
4790501251,en,774,stevush5,0,,,1
1240756589495308290,es,2295,realTCPL,0,"Blacksburg, SC",,1
15411831,en,513,bricegramm,0,"Chapel Hill, NC",,1
1508875635204235270,en,6950,Gary_Gelormino,0,Self Imposed Exile,,1
1282138216267751424,en,739,PetraA31368349,0,,,1
2177698237,en,35,1FLUZZY1,0,97477,,1
277147994,en,956,mrjosealfredo,0,USA,,1
1246764119556001793,en,122,MJ49465109,0,"White Lake, MI",,1
1276992942138417152,en,335,RoseDoran11,0,,,2
425543427,en,2379,HooDooKoo,0,"Pennsylvania, USA",,5
1448367052465623045,en,975,HKMarsh72,0,"Ohio, USA",,1
362271299,en,2250,janeinak,0,Manchester NH,,5
1506071135468892169,en,14706,AuntiePho88,0,"Chicago, IL",,3
1194847136283688960,en,42,peetreytime,0,,,1
1518647113076383744,en,2880,Heyk1967,0,Upstate New York,,2
